work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
2023,Entry Level,Full Time,Autonomous Vehicle Technician,7000,USD,7000,Ghana,WFO,Ghana,Small,Data Engineer
2023,Entry Level,Full Time,Applied Machine Learning Scientist,40000,EUR,42923,Germany,Hybrid,Germany,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,160000,USD,160000,Canada,WFH,Canada,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,145000,USD,145000,Canada,WFH,Canada,Medium,Data Engineer
2023,Mid Level,Full Time,Data Analyst,154000,USD,154000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,143000,USD,143000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Scientist,65000,GBP,78990,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,42000,GBP,51039,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2023,Entry Level,Full Time,Data Scientist,190000,USD,190000,United States,WFO,United States,Medium,Data Scientist
2023,Entry Level,Full Time,Data Scientist,120000,USD,120000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,70000,GBP,85066,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,42000,GBP,51039,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,90000,GBP,109371,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,60000,GBP,72914,United Kingdom,WFO,United Kingdom,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,150000,USD,150000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,111000,USD,111000,United States,WFO,United States,Medium,Data Engineer
2023,Executive,Full Time,Data Engineer,265000,USD,265000,United States,WFO,United States,Medium,Data Engineer
2023,Executive,Full Time,Data Engineer,235000,USD,235000,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Scientist,112000,CHF,121093,Switzerland,Hybrid,Switzerland,Large,Data Scientist
2022,Mid Level,Full Time,Data Scientist,70000,EUR,73546,Germany,WFH,Germany,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,WFH,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,75000,USD,75000,United States,WFH,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,60400,USD,60400,United States,WFH,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Analyst,85000,USD,85000,United States,WFH,United States,Medium,Data Analyst
2023,Entry Level,Full Time,Data Analyst,75000,USD,75000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Engineer,252000,USD,252000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,129000,USD,129000,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,92700,USD,92700,United States,WFH,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,61800,USD,61800,United States,WFH,United States,Medium,Data Engineer
2022,Senior Level,Full Time,Lead Data Scientist,164000,EUR,172309,Ireland,WFH,Ireland,Large,Data Scientist
2023,Mid Level,Full Time,Data Scientist,56000,EUR,60093,Austria,WFH,Germany,Medium,Data Scientist
2023,Mid Level,Full Time,Data Analyst,83500,USD,83500,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,52500,USD,52500,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Scientist,201036,USD,201036,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,134024,USD,134024,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Analyst,165000,USD,165000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,140000,USD,140000,United States,WFH,United States,Medium,Data Analyst
2023,Entry Level,Full Time,Data Engineer,62000,USD,62000,United States,WFH,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,58000,USD,58000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,172000,USD,172000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,115000,USD,115000,United States,WFO,United States,Medium,Data Scientist
2023,Entry Level,Full Time,Data Engineer,125000,USD,125000,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,90000,USD,90000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,163800,USD,163800,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,126000,USD,126000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,237000,USD,237000,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,145000,USD,145000,United States,WFH,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Engineer,90000,USD,90000,United States,WFH,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,90000,USD,90000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,139500,USD,139500,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,109400,USD,109400,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,258000,USD,258000,Canada,WFO,Canada,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,190000,USD,190000,Canada,WFO,Canada,Medium,Data Scientist
2023,Mid Level,Full Time,Data Engineer,145000,USD,145000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,205600,USD,205600,United States,WFO,United States,Large,Data Engineer
2023,Senior Level,Full Time,Data Engineer,105700,USD,105700,United States,WFO,United States,Large,Data Engineer
2023,Senior Level,Full Time,Data Engineer,252000,USD,252000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,129000,USD,129000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,239748,USD,239748,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,159832,USD,159832,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,186300,USD,186300,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,102500,USD,102500,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,165000,USD,165000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,132300,USD,132300,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,190000,USD,190000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,126000,USD,126000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Architect,149040,USD,149040,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,113900,USD,113900,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,153600,USD,153600,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,106800,USD,106800,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,172600,USD,172600,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,107900,USD,107900,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,180180,USD,180180,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,106020,USD,106020,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Architect,376080,USD,376080,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,213120,USD,213120,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,153600,USD,153600,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,100500,USD,100500,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,206500,USD,206500,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,121600,USD,121600,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Engineer,260000,USD,260000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,225000,USD,225000,United States,WFO,United States,Medium,Data Engineer
2023,Executive,Full Time,Data Engineer,194500,USD,194500,United States,WFO,United States,Medium,Data Engineer
2023,Executive,Full Time,Data Engineer,115500,USD,115500,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Cloud Database Engineer,170000,USD,170000,United States,WFH,United States,Large,Data Engineer
2023,Senior Level,Full Time,Applied Machine Learning Scientist,90000,USD,90000,United States,WFH,United States,Large,Data Scientist
2023,Entry Level,Full Time,Data Analyst,95000,USD,95000,United States,WFH,United States,Medium,Data Analyst
2023,Entry Level,Full Time,Data Analyst,70000,USD,70000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Engineer,275000,USD,275000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,115934,USD,115934,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,81666,USD,81666,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Scientist,175000,USD,175000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,120000,USD,120000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Machine Learning Engineer,150000,USD,150000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,120000,USD,120000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Research Engineer,200000,USD,200000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Research Engineer,175000,USD,175000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Analyst,206000,USD,206000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,130000,USD,130000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Architect,138000,USD,138000,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,92000,USD,92000,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Data Manager,65000,USD,65000,Colombia,WFO,Colombia,Medium,Data Engineer
2023,Senior Level,Full Time,Data Manager,48000,USD,48000,Colombia,WFO,Colombia,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,110000,USD,110000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,75000,USD,75000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Analytics Engineer,130000,USD,130000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Analytics Engineer,87000,USD,87000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,160000,USD,160000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,112000,USD,112000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Engineer,162500,USD,162500,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,130000,USD,130000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Science Manager,299500,USD,299500,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Science Manager,245100,USD,245100,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,145000,USD,145000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,100000,USD,100000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,147100,USD,147100,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,90700,USD,90700,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,115100,USD,115100,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,73900,USD,73900,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,168400,USD,168400,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,105200,USD,105200,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,210000,USD,210000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,160000,USD,160000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,145000,USD,145000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,100000,USD,100000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Applied Scientist,222200,USD,222200,United States,WFO,United States,Large,Data Scientist
2023,Senior Level,Full Time,Applied Scientist,136000,USD,136000,United States,WFO,United States,Large,Data Scientist
2023,Mid Level,Full Time,Data Analyst,100000,USD,100000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,85000,USD,85000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Engineer,70000,GBP,85066,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,47500,GBP,57723,United Kingdom,WFH,United Kingdom,Medium,Data Engineer
2023,Executive,Full Time,Data Scientist,200000,USD,200000,United States,WFO,United States,Medium,Data Scientist
2023,Executive,Full Time,Data Scientist,145000,USD,145000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Engineer,140000,USD,140000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,95000,USD,95000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,185000,USD,185000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,120250,USD,120250,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Financial Data Analyst,130000,USD,130000,United States,WFH,United States,Large,Data Analyst
2023,Senior Level,Full Time,Data Scientist,205000,USD,205000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,140000,USD,140000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,297300,USD,297300,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,198200,USD,198200,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Research Scientist,141288,USD,141288,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Research Scientist,94192,USD,94192,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Infrastructure Engineer,184000,USD,184000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Infrastructure Engineer,143000,USD,143000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,70000,USD,70000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,55000,USD,55000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Analytics Engineer,275300,USD,275300,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Analytics Engineer,183500,USD,183500,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,75000,USD,75000,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,65000,USD,65000,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,ML Engineer,160000,USD,160000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,ML Engineer,147000,USD,147000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,149040,USD,149040,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,113900,USD,113900,United States,WFH,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Software Data Engineer,100000,SGD,75020,Singapore,WFH,Singapore,Large,Data Engineer
2023,Senior Level,Full Time,Data Analyst,180180,USD,180180,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,106020,USD,106020,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Scientist,1400000,INR,17022,India,WFH,India,Large,Data Scientist
2023,Entry Level,Full Time,AI Programmer,70000,USD,70000,India,WFO,Australia,Large,Data Engineer
2023,Entry Level,Full Time,AI Developer,80000,USD,80000,Sweden,Hybrid,Sweden,Medium,Data Engineer
2023,Mid Level,Full Time,Lead Data Analyst,1500000,INR,18238,India,Hybrid,India,Large,Data Analyst
2023,Mid Level,Full Time,Machine Learning Engineer,250000,USD,250000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Machine Learning Engineer,150000,USD,150000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,139500,USD,139500,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,109400,USD,109400,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,105000,USD,105000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,70000,USD,70000,United States,WFO,United States,Medium,Data Scientist
2023,Executive,Full Time,Data Engineer,210914,USD,210914,United States,WFH,United States,Medium,Data Engineer
2023,Executive,Full Time,Data Engineer,116704,USD,116704,United States,WFH,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Research Scientist,150000,USD,150000,United States,WFO,United States,Medium,Data Scientist
2023,Entry Level,Full Time,Research Scientist,100000,USD,100000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,146000,USD,146000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,75000,USD,75000,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Analyst,75000,USD,75000,United States,WFH,United States,Medium,Data Analyst
2023,Entry Level,Full Time,Data Analyst,60000,USD,60000,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Analytics Engineer,185700,USD,185700,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Analytics Engineer,165000,USD,165000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Engineer,160000,USD,160000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,130000,USD,130000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,169000,USD,169000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,110600,USD,110600,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Operations Engineer,193000,USD,193000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Operations Engineer,136850,USD,136850,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,139500,USD,139500,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,109400,USD,109400,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,276000,USD,276000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,178500,USD,178500,United States,WFH,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Scientist,55000,EUR,59020,Spain,WFO,Spain,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,45000,EUR,48289,Spain,WFO,Spain,Medium,Data Scientist
2023,Mid Level,Full Time,Data Engineer,70000,EUR,75116,Slovenia,WFH,Slovenia,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,45000,EUR,48289,Slovenia,WFH,Slovenia,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,161000,GBP,195652,United Kingdom,WFO,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,83300,GBP,101228,United Kingdom,WFO,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,112700,GBP,136956,United Kingdom,WFO,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,83300,GBP,101228,United Kingdom,WFO,United Kingdom,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,252000,USD,252000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,129000,USD,129000,United States,WFO,United States,Medium,Data Engineer
2022,Senior Level,Full Time,BI Developer,130000,USD,130000,United States,WFH,United States,Large,Data Engineer
2021,Mid Level,Full Time,Data Science Lead,150000,USD,150000,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,163800,USD,163800,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,126000,USD,126000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,ML Engineer,260000,USD,260000,Canada,WFH,Canada,Medium,Data Engineer
2023,Senior Level,Full Time,ML Engineer,110000,USD,110000,Canada,WFH,Canada,Medium,Data Engineer
2023,Senior Level,Full Time,Analytics Engineer,170000,USD,170000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Analytics Engineer,130000,USD,130000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Machine Learning Engineer,247500,USD,247500,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,172200,USD,172200,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Scientist,239748,USD,239748,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,159832,USD,159832,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Machine Learning Engineer,163800,USD,163800,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,126000,USD,126000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Data Scientist,128750,USD,128750,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,106250,USD,106250,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,252000,USD,252000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,129000,USD,129000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Science Manager,299500,USD,299500,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Science Manager,245100,USD,245100,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Analytics Manager,155000,USD,155000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analytics Manager,140000,USD,140000,United States,WFO,United States,Medium,Data Analyst
2023,Executive,Full Time,Data Engineer,167500,USD,167500,United States,WFO,United States,Medium,Data Engineer
2023,Executive,Full Time,Data Engineer,106500,USD,106500,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,188500,USD,188500,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Architect,117000,USD,117000,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Analyst,250000,USD,250000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,138000,USD,138000,United States,WFH,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,130000,USD,130000,Canada,WFH,Canada,Medium,Data Analyst
2023,Mid Level,Full Time,Data Analyst,100000,USD,100000,Canada,WFH,Canada,Medium,Data Analyst
2023,Senior Level,Full Time,Deep Learning Researcher,115000,EUR,123405,Germany,WFO,Germany,Large,Data Engineer
2023,Senior Level,Full Time,Data Engineer,140000,USD,140000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,120000,USD,120000,United States,WFO,United States,Medium,Data Engineer
2023,Senior Level,Full Time,BI Analyst,160000,USD,160000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,BI Analyst,135000,USD,135000,United States,WFO,United States,Medium,Data Analyst
2023,Mid Level,Full Time,Data Science Manager,104500,USD,104500,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Science Manager,70000,USD,70000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Science Consultant,90000,USD,90000,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Science Consultant,70000,USD,70000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Engineer,153600,USD,153600,United States,WFH,United States,Medium,Data Engineer
2023,Senior Level,Full Time,Data Engineer,106800,USD,106800,United States,WFH,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,125000,USD,125000,United States,WFO,United States,Medium,Data Engineer
2023,Entry Level,Full Time,Data Engineer,90000,USD,90000,United States,WFO,United States,Medium,Data Engineer
2023,Mid Level,Full Time,Research Scientist,185000,USD,185000,United States,WFH,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Research Scientist,125000,USD,125000,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Analyst,127000,USD,127000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,94000,USD,94000,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Scientist,210550,USD,210550,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,153300,USD,153300,United States,WFO,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,200000,USD,200000,United States,WFH,United States,Medium,Data Scientist
2023,Mid Level,Full Time,Data Scientist,150000,USD,150000,United States,WFH,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Analyst,161500,USD,161500,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,119500,USD,119500,United States,WFH,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,175000,USD,175000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analyst,145000,USD,145000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Scientist,175000,USD,175000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Scientist,148750,USD,148750,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Data Analytics Specialist,105000,USD,105000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Data Analytics Specialist,85000,USD,85000,United States,WFO,United States,Medium,Data Analyst
2023,Senior Level,Full Time,Research Scientist,215000,USD,215000,United States,WFO,United States,Medium,Data Scientist
2023,Senior Level,Full Time,Research Scientist,146300,USD,146300,United States,WFO,United States,Medium,Data Scientist
2023,Entry Level,Full Time,AI Developer,200000,EUR,214618,Germany,WFH,Germany,Large,Data Engineer
2023,Mid Level,Full Time,Data Engineer,72000,USD,72000,Mexico,WFH,Mexico,Medium,Data Engineer
2023,Mid Level,Full Time,Data Engineer,60000,USD,60000,Mexico,WFH,Mexico,Medium,Data Engineer
2023,Senior Level,Full Time,Machine Learning Engineer,153400,USD,153400,United States,WFO,United States,Medium,Data Engineer
